"docty","docdt","display_title","projectid","txturl","pdfurl","repnb","prdln","projn","id","preprim","tarl","stped","docyear","totalchar","mainsec","anyBB","anyBB_nopreprim","boardapprovaldate","curr_total_commitment","sector1"
"Project Appraisal Document","2008-05-05T00:00:00Z","Ethiopia - Second Pastoral Community Development Project","P108932","http://documents.worldbank.org/curated/en/184481468024333976/text/434720PAD0P10817376B01OFF0USE0ONLY1.txt","http://documents.worldbank.org/curated/en/184481468024333976/pdf/434720PAD0P10817376B01OFF0USE0ONLY1.pdf","43472","IBRD/IDA","ET-Pastoral Community Development Project II
            -- P108932","9459531",0,0,0,2008,294060,0,0,0,NA,NA,NA
"Project Appraisal Document","2008-05-07T00:00:00Z","Burkina Faso - International Institute for Water and Environmental Engineering Project","P108791","http://documents.worldbank.org/curated/en/697251468230349728/text/430720PAD0P10817376B01OFF0USE0ONLY1.txt","http://documents.worldbank.org/curated/en/697251468230349728/pdf/430720PAD0P10817376B01OFF0USE0ONLY1.pdf","43072","IBRD/IDA","BF-International Institute For Water And
            Environmental Engineering -- P108791","9459567",0,0,0,2008,180535,1,0,0,NA,NA,NA
"Project Appraisal Document","2009-02-20T00:00:00Z","Brazil - Federal District Multisector Managament Project","P107843","http://documents.worldbank.org/curated/en/613101468223199691/text/433190PAD0BR0P101Official0Use0Only1.txt","http://documents.worldbank.org/curated/en/613101468223199691/pdf/433190PAD0BR0P101Official0Use0Only1.pdf","43319","IBRD/IDA","BR-Federal District Multisector Management
            -- P107843","10378486",0,0,0,2009,340242,0,0,0,NA,NA,NA
"Project Appraisal Document","2009-04-15T00:00:00Z","Armenia - Second Adaptable Program Lending (APL2) for the Education Quality and Relevance Project : Armenia - Second Adaptable Program Lending (APL2) for the Education Quality and Relevance Project","P107772","http://documents.worldbank.org/curated/en/559921468207245554/text/472250PAD0P107101Official0Use0Only1.txt","http://documents.worldbank.org/curated/en/559921468207245554/pdf/472250PAD0P107101Official0Use0Only1.pdf","47225","IBRD/IDA","AM-Second Education Quality And Relevance
            (Apl 2) -- P107772","10484330",1,0,0,2009,260279,1,1,0,NA,NA,NA
"Project Appraisal Document","2008-09-18T00:00:00Z","Indonesia - School Operational Assistance (BOS) Knowledge Improvement for Transparency and Accountability (KITA) Project","P107661","http://documents.worldbank.org/curated/en/103451468258289377/text/450430PAD0P1071E0ONLY10R20081020911.txt","http://documents.worldbank.org/curated/en/103451468258289377/pdf/450430PAD0P1071E0ONLY10R20081020911.pdf","45043","IBRD/IDA","ID-Bos Knowledge Improvement For
            Transparency And Accountability -- P107661","9880488",0,0,0,2008,287791,1,0,0,NA,NA,NA
"Project Appraisal Document","2009-10-27T00:00:00Z","Jamaica - Education Transformation Capacity Building Project","P107407","http://documents.worldbank.org/curated/en/177131468042544628/text/502830PAD0P107101Official0Use0only1.txt","http://documents.worldbank.org/curated/en/177131468042544628/pdf/502830PAD0P107101Official0Use0only1.pdf","50283",NA,"JM-Education Transformation Capacity
            Building -- P107407","11315501",0,0,0,2009,206807,1,0,0,NA,NA,NA
"Project Appraisal Document","2009-05-06T00:00:00Z","Pakistan - Sindh Education Sector Project","P107300","http://documents.worldbank.org/curated/en/235111468073731706/text/476420PAD0P107101Offciial0Use0Only1.txt","http://documents.worldbank.org/curated/en/235111468073731706/pdf/476420PAD0P107101Offciial0Use0Only1.pdf","47642","IBRD/IDA","PK-Pakistan: Sindh Education Ssector Project
            (Sep) -- P107300","10573072",0,0,0,2009,351089,1,0,0,NA,NA,NA
"Project Appraisal Document","2008-05-30T00:00:00Z","Eritrea - Second Integrated Early Childhood Development Project","P107254","http://documents.worldbank.org/curated/en/824291468273358946/text/439570PAD0P1071ly10IDA1R20081018911.txt","http://documents.worldbank.org/curated/en/824291468273358946/pdf/439570PAD0P1071ly10IDA1R20081018911.pdf","43957","IBRD/IDA","ER-Integrated Early Childhood Development
            Project II -- P107254","9506759",1,0,0,2008,222415,1,1,0,NA,NA,NA
"Project Appraisal Document","2008-11-20T00:00:00Z","Brazil - Acre Social and Economic Inclusion and Sustainable Development Project","P107146","http://documents.worldbank.org/curated/en/871561468021550743/text/462170PAD0P1071E0ONLY10R20081025811.txt","http://documents.worldbank.org/curated/en/871561468021550743/pdf/462170PAD0P1071E0ONLY10R20081025811.pdf","46217","IBRD/IDA","BR-Acre Social And Economic Inclusion And
            Sustainable Development -- P107146","10066575",0,0,0,2008,445336,0,0,0,NA,NA,NA
"Project Appraisal Document","2010-05-19T00:00:00Z","Congo, Democratic Republic of - Growth with Governance in the Mineral Sector Project","P106982","http://documents.worldbank.org/curated/en/813701468244798193/text/531160PAD0P106101Official0Use0Only1.txt","http://documents.worldbank.org/curated/en/813701468244798193/pdf/531160PAD0P106101Official0Use0Only1.pdf","53116",NA,"ZR-Drc-Growth With Governance In The Mineral
            Sector -- P106982","12383980",0,0,0,2010,453673,1,0,0,NA,NA,NA
"Project Appraisal Document","2008-11-24T00:00:00Z","Ethiopia - General Education Quality Improvement Program Project","P106855","http://documents.worldbank.org/curated/en/258681468023106655/text/451400PAD0P1061LY10IDA1R20081031311.txt","http://documents.worldbank.org/curated/en/258681468023106655/pdf/451400PAD0P1061LY10IDA1R20081031311.pdf","45140",NA,"ET-General Education Quality Improvement
            Project - Apl 1 (Geqip) -- P106855","10066761",0,0,0,2008,465680,1,0,0,NA,NA,NA
"Project Appraisal Document","2010-07-28T00:00:00Z","Brazil - Rio de Janeiro Renovating and Strengthening Public Management (Pro-Gestao) Technical Assistance Project : Brasil - Renovação e Fortalecimento da Gestão Pública do Rio de Janeiro Empréstimo para Assistência Técnica","P106768","http://documents.worldbank.org/curated/en/200771468236699822/text/528140PAD0Rio01Box358293B01public1.txt","http://documents.worldbank.org/curated/en/200771468236699822/pdf/528140PAD0Rio01Box358293B01public1.pdf","52814","IBRD/IDA","BR-Brazil - Rio De Janeiro Renovating And
            Strengthening Public Man -- P106768","13806829",0,0,0,2010,234537,0,0,0,NA,NA,NA
"Project Appraisal Document","2010-07-28T00:00:00Z","Brazil - Rio de Janeiro Renovating and Strengthening Public Management (Pro-Gestao) Technical Assistance Project","P106768","http://documents.worldbank.org/curated/en/640171468014400349/text/528140R20101019911.txt","http://documents.worldbank.org/curated/en/640171468014400349/pdf/528140R20101019911.pdf","52814","IBRD/IDA","BR-Brazil - Rio De Janeiro Renovating And
            Strengthening Public Man -- P106768","12618041",0,0,0,2010,208988,0,0,0,NA,NA,NA
"Project Appraisal Document","2008-08-29T00:00:00Z","Brazil - Ceara Second Sector Wide Approach (SWAP) Inclusive Growth Project","P106765","http://documents.worldbank.org/curated/en/922231468232730059/text/450840PAD0P1061E0ONLY10R20081019311.txt","http://documents.worldbank.org/curated/en/922231468232730059/pdf/450840PAD0P1061E0ONLY10R20081019311.pdf","45084",NA,"BR-Ceara Inclusive Growth (Swap II) -- P106765","9858057",0,0,0,2008,324251,0,0,0,NA,NA,NA
"Project Appraisal Document","2008-08-27T00:00:00Z","Argentina - Unleashing Productive Innovation Project","P106752","http://documents.worldbank.org/curated/en/475111468009325476/text/451650PAD0P1061E0ONLY10R20081019011.txt","http://documents.worldbank.org/curated/en/475111468009325476/pdf/451650PAD0P1061E0ONLY10R20081019011.pdf","45165","IBRD/IDA","AR-Unleashing Productive Innovation Project
            -- P106752","9831293",0,0,0,2008,280867,0,0,0,NA,NA,NA
"Project Appraisal Document","2008-04-29T00:00:00Z","Haiti - Urban Community Driven Development Project (PRODEPUR)","P106699","http://documents.worldbank.org/curated/en/674301468251114577/text/427370PAD0P10617374B01off0use0only1.txt","http://documents.worldbank.org/curated/en/674301468251114577/pdf/427370PAD0P10617374B01off0use0only1.pdf","42737",NA,"HT-Haiti - Urban Community Driven
            Development Project / Prodepur -- P106699","9447657",0,0,0,2008,301012,0,0,0,NA,NA,NA
"Project Appraisal Document","2008-07-10T00:00:00Z","Panama - Education Quality Improvement Project","P106686","http://documents.worldbank.org/curated/en/162041468146695368/text/437570PAD0P1061E0ONLY10R20081016411.txt","http://documents.worldbank.org/curated/en/162041468146695368/pdf/437570PAD0P1061E0ONLY10R20081016411.pdf","43757",NA,"PA-Basic Education Quality Improvement
            Project-942342 -- P106686","9685114",7,0,0,2008,296997,1,1,0,NA,NA,NA
"Project Appraisal Document","2008-04-01T00:00:00Z","Haiti - Meeting Teacher Needs for Education-For-All Project","P106621","http://documents.worldbank.org/curated/en/112731468257080504/text/424490PAD0P106101official0use0only1.txt","http://documents.worldbank.org/curated/en/112731468257080504/pdf/424490PAD0P106101official0use0only1.pdf","42449","IBRD/IDA","HT-- Meeting Teacher Needs For Efa -- P106621","9353698",4,0,0,2008,183904,1,1,0,NA,NA,NA
"Project Appraisal Document","2010-07-05T00:00:00Z","Cambodia - Higher Education Quality and Capacity Improvement Project","P106605","http://documents.worldbank.org/curated/en/734251468020946567/text/493110PAD0P1061ficial0Use0Only01091.txt","http://documents.worldbank.org/curated/en/734251468020946567/pdf/493110PAD0P1061ficial0Use0Only01091.pdf","49311","IBRD/IDA","KH-Higher Education Quality And Capacity
            Improvement Project -- P106605","12563802",0,0,0,2010,284253,1,0,0,NA,NA,NA
"Project Appraisal Document","2009-05-18T00:00:00Z","Nigeria - Lagos Eko Secondary Education Project","P106280","http://documents.worldbank.org/curated/en/198331468096841090/text/474530PAD0IDA11C0disclosed071281091.txt","http://documents.worldbank.org/curated/en/198331468096841090/pdf/474530PAD0IDA11C0disclosed071281091.pdf","47453","IBRD/IDA","NG-Lagos Eko Secondary Education Project -- P106280","10884841",1,0,0,2009,376372,1,1,0,NA,NA,NA
"Project Appraisal Document","2009-02-20T00:00:00Z","Bangladesh - Higher Education Quality Enhancement Project","P106216","http://documents.worldbank.org/curated/en/126981467998483226/text/448270PAD0BD0P101Official0Use0Only1.txt","http://documents.worldbank.org/curated/en/126981467998483226/pdf/448270PAD0BD0P101Official0Use0Only1.pdf","44827","IBRD/IDA","BD-Bangladesh - Higher Education Quality
            Enhancement Project -- P106216","10298181",0,0,0,2009,355166,1,0,0,NA,NA,NA
"Project Appraisal Document","2009-03-11T00:00:00Z","Brazil - Pernambuco Education Results and Accountability (PERA) Project","P106208","http://documents.worldbank.org/curated/en/929071468015874845/text/431840PAD0BR0P101Official0Use0Only1.txt","http://documents.worldbank.org/curated/en/929071468015874845/pdf/431840PAD0BR0P101Official0Use0Only1.pdf","43184","IBRD/IDA","BR-Pe Swap Pernambuco Educ Results&
            Account. (Pera) -- P106208","10388063",0,0,0,2009,297807,1,0,0,NA,NA,NA
"Project Appraisal Document","2008-06-27T00:00:00Z","Bangladesh - Secondary Education Quality and Access Enhancement Project","P106161","http://documents.worldbank.org/curated/en/107231468201543865/text/439550PAD0P10612451101off0use0only1.txt","http://documents.worldbank.org/curated/en/107231468201543865/pdf/439550PAD0P10612451101off0use0only1.pdf","43955","IBRD/IDA","BD-Bangladesh - Secondary Education Quality
            And Access Improvement -- P106161","9664986",0,0,0,2008,353991,1,0,0,NA,NA,NA
"Project Appraisal Document","2011-02-24T00:00:00Z","Papua New Guinea - Reading Education Project","P105897","http://documents.worldbank.org/curated/en/704691468286786160/text/559970PAD0P10510Box358325B01PUBLIC1.txt","http://documents.worldbank.org/curated/en/704691468286786160/pdf/559970PAD0P10510Box358325B01PUBLIC1.pdf","55997","Recipient Executed Activities","PG-Read Png -- P105897","13988918",0,0,0,2011,223343,1,0,0,NA,NA,NA
"Project Appraisal Document","2008-02-01T00:00:00Z","Colombia - Second Student Loan Support Project","P105164","http://documents.worldbank.org/curated/en/362361468242973474/text/413090PAD0P105121468B00R20081002411.txt","http://documents.worldbank.org/curated/en/362361468242973474/pdf/413090PAD0P105121468B00R20081002411.pdf","41309",NA,"CO-Second Student Loan Support Project, Apl
            Phase I -- P105164","9014957",0,0,0,2008,294103,1,0,0,NA,NA,NA
"Project Appraisal Document","2010-02-22T00:00:00Z","Angola - Local Development Project","P105101","http://documents.worldbank.org/curated/en/232731468002433016/text/475570PAD0P105101Official0Use0Only1.txt","http://documents.worldbank.org/curated/en/232731468002433016/pdf/475570PAD0P105101Official0Use0Only1.pdf","47557","IBRD/IDA","AO-The Ao-Local Development Project -- P105101","11879934",0,0,0,2010,394182,0,0,0,NA,NA,NA
"Project Appraisal Document","2009-04-21T00:00:00Z","Jordan - Second Education Reform for the Knowledge Economy Project","P105036","http://documents.worldbank.org/curated/en/369431468272978763/text/468240PAD0P105101Official0Use0Only1.txt","http://documents.worldbank.org/curated/en/369431468272978763/pdf/468240PAD0P105101Official0Use0Only1.pdf","46824","IBRD/IDA","JO-Second Education Reform For The Knowledge
            Economy -- P105036","10514298",0,0,0,2009,85,1,0,0,NA,NA,NA
"Project Appraisal Document","2007-02-07T00:00:00Z","Armenia - Health System Modernization Project (APL2) : in support of the second phase of the health sector reform program","P104467","http://documents.worldbank.org/curated/en/255391468205447152/text/38149.txt","http://documents.worldbank.org/curated/en/255391468205447152/pdf/38149.pdf","38149",NA,"AM-Health System Modernization Project
            (Apl2) In Support Of The Se -- P104467","7406998",0,0,0,2007,259361,0,0,0,NA,NA,NA
"Project Appraisal Document","2011-03-28T00:00:00Z","Nepal - Enhanced Vocational Education and Training Project","P104015","http://documents.worldbank.org/curated/en/962331468053350208/text/593080PAD0P1041OFFICIAL0USE0ONLY191.txt","http://documents.worldbank.org/curated/en/962331468053350208/pdf/593080PAD0P1041OFFICIAL0USE0ONLY191.pdf","59308","IBRD/IDA","NP-Nepal: Enhanced Vocational Education And
            Training -- P104015","14008803",0,0,0,2011,263508,1,0,0,NA,NA,NA
"Project Appraisal Document","2009-05-20T00:00:00Z","Macedonia - Conditional Cash Transfers Project","P103974","http://documents.worldbank.org/curated/en/643161468053338211/text/471950PAD0P103101Official0Use0Only1.txt","http://documents.worldbank.org/curated/en/643161468053338211/pdf/471950PAD0P103101Official0Use0Only1.pdf","47195","IBRD/IDA","MK-Conditional Cash Transfers Project -- P103974","10617805",0,0,0,2009,250471,0,0,0,NA,NA,NA
"Project Appraisal Document","2011-02-17T00:00:00Z","Nigeria - Growth and Employment in States Project","P103499","http://documents.worldbank.org/curated/en/565621468333315480/text/544570PAD0IDA1R20111003811.txt","http://documents.worldbank.org/curated/en/565621468333315480/pdf/544570PAD0IDA1R20111003811.pdf","54457","IBRD/IDA","NG-Nigeria - Growth & Employment -- P103499","13973259",0,0,0,2011,402549,0,0,0,NA,NA,NA
"Project Appraisal Document","2009-04-22T00:00:00Z","Ethiopia - Second Phase of the Protection of Basic Services Project","P103022","http://documents.worldbank.org/curated/en/104521468256148995/text/451860PAD0REPL1ILE0IDA1R20091008913.txt","http://documents.worldbank.org/curated/en/104521468256148995/pdf/451860PAD0REPL1ILE0IDA1R20091008913.pdf","45186","IBRD/IDA","ET-Ethiopia Protection Of Basic Services
            Program Phase II Project -- P103022","10584038",0,0,0,2009,566781,1,0,0,NA,NA,NA
"Project Appraisal Document","2009-05-06T00:00:00Z","Pakistan - Punjab Education Sector Project","P102608","http://documents.worldbank.org/curated/en/582481468325217093/text/475910PAD0P102101Official0Use0Only1.txt","http://documents.worldbank.org/curated/en/582481468325217093/pdf/475910PAD0P102101Official0Use0Only1.pdf","47591","IBRD/IDA","PK-Pakistan: Punjab Education Sector Project
            -- P102608","10572629",1,0,0,2009,350820,1,1,0,NA,NA,NA
"Project Appraisal Document","2010-02-26T00:00:00Z","India - Second Technical/Engineering Education Quality Improvement Project","P102549","http://documents.worldbank.org/curated/en/612621468259774005/text/484700PAD0IDA11C0disclosed031181101.txt","http://documents.worldbank.org/curated/en/612621468259774005/pdf/484700PAD0IDA11C0disclosed031181101.pdf","48470","IBRD/IDA","IN-India: Technical Engineering Educational
            Quality Improvement II -- P102549","12560136",0,0,0,2010,321257,1,0,0,NA,NA,NA
