"docty","docdt","display_title","projectid","txturl","pdfurl","repnb","prdln","projn","id","preprim","tarl","stped","docyear","totalchar","mainsec","anyBB","anyBB_nopreprim","boardapprovaldate","curr_total_commitment","sector1"
"Project Appraisal Document","2012-03-20T00:00:00Z","Brazil - Sector Wide Approach (SWAp) to Strengthen Public Investment Project : Brasil - SWAp para Fortalecer o Investimento Público Projeto","P120830","http://documents.worldbank.org/curated/en/579731468227668595/text/665730PAD0PORT0Official0Use0Only090.txt","http://documents.worldbank.org/curated/en/579731468227668595/pdf/665730PAD0PORT0Official0Use0Only090.pdf","66573","IBRD/IDA","BR-Rio Grande Do Sul Swap -- P120830","16750880",0,0,0,2012,220121,0,0,0,NA,NA,NA
"Project Appraisal Document","2011-03-07T00:00:00Z","Malawi - Mining Governance and Growth Support Project","P120825","http://documents.worldbank.org/curated/en/600661468302380716/text/598470PAD0P1201se0only1910BOX358312.txt","http://documents.worldbank.org/curated/en/600661468302380716/pdf/598470PAD0P1201se0only1910BOX358312.pdf","59847",NA,"MW-Mining Governance And Growth Support
            Project -- P120825","13909309",0,0,0,2011,163252,0,0,0,NA,NA,NA
"Project Appraisal Document","2011-04-22T00:00:00Z","China - Shandong Confucius and Mencius Cultural Heritage Conservation Project","P120234","http://documents.worldbank.org/curated/en/641221468011762199/text/576890PAD0P1201OFFICIAL0USE0ONLY191.txt","http://documents.worldbank.org/curated/en/641221468011762199/pdf/576890PAD0P1201OFFICIAL0USE0ONLY191.pdf","57689","IBRD/IDA","CN-Shandong Confucius And Mencius Cultural
            Heritage Conservation P -- P120234","14150881",0,0,0,2011,221367,0,0,0,NA,NA,NA
"Project Appraisal Document","2010-11-29T00:00:00Z","Ghana - Gas and Oil Capacity Building Project","P120005","http://documents.worldbank.org/curated/en/744921468257657224/text/570940PAD0P1201e0only1910BOX353794B.txt","http://documents.worldbank.org/curated/en/744921468257657224/pdf/570940PAD0P1201e0only1910BOX353794B.pdf","57094","IBRD/IDA","GH-Gas And Oil Capacity Building Project -- P120005","13190366",0,0,0,2010,192166,0,0,0,NA,NA,NA
"Project Appraisal Document","2011-03-31T00:00:00Z","Mauritania - Skills Development Support Project","P118974","http://documents.worldbank.org/curated/en/109301468279322104/text/573330PAD0P1181OFFICIAL0USE0ONLY191.txt","http://documents.worldbank.org/curated/en/109301468279322104/pdf/573330PAD0P1181OFFICIAL0USE0ONLY191.pdf","57333",NA,"MR-Mauritania - Skills Development Support
            Project -- P118974","14020077",0,0,0,2011,153052,1,0,0,NA,NA,NA
"Project Appraisal Document","2014-02-21T00:00:00Z","Philippines - Learning, Equity and Accountability Program Support Project","P118904","http://documents.worldbank.org/curated/en/194201468296164938/text/742410PAD0P1180C0disclosed020280140.txt","http://documents.worldbank.org/curated/en/194201468296164938/pdf/742410PAD0P1180C0disclosed020280140.pdf","74241",NA,"PH-Learning, Equity And Accountability
            Program Support Project -- P118904","19176898",0,0,0,2014,220871,1,0,0,NA,NA,NA
"Project Appraisal Document","2011-02-24T00:00:00Z","Pakistan - Tertiary Education Support Project","P118779","http://documents.worldbank.org/curated/en/192831468286778429/text/591530PAD0P1181e0only1910BOX358303B.txt","http://documents.worldbank.org/curated/en/192831468286778429/pdf/591530PAD0P1181e0only1910BOX358303B.pdf","59153","IBRD/IDA","PK-Pakistan: Tertiary Education Support
            Project -- P118779","13861440",0,0,0,2011,346650,1,0,0,NA,NA,NA
"Project Appraisal Document","2012-02-24T00:00:00Z","India - Secondary Education Project","P118445","http://documents.worldbank.org/curated/en/227201468283478539/text/589890PAD0IDA00Official0Use0Only090.txt","http://documents.worldbank.org/curated/en/227201468283478539/pdf/589890PAD0IDA00Official0Use0Only090.pdf","58989",NA,"IN-India: Secondary Education Project -- P118445","15882159",0,0,0,2012,260728,1,0,0,NA,NA,NA
"Project Appraisal Document","2010-10-26T00:00:00Z","Lebanon - Second Education Development Project","P118187","http://documents.worldbank.org/curated/en/613671468263697818/text/569590PAD0P1181OFFICIAL0USE0ONLY091.txt","http://documents.worldbank.org/curated/en/613671468263697818/pdf/569590PAD0P1181OFFICIAL0USE0ONLY091.pdf","56959","IBRD/IDA","LB-Second Education Development Project -- P118187","13049577",5,0,0,2010,282150,1,1,0,NA,NA,NA
"Project Appraisal Document","2011-05-04T00:00:00Z","Pakistan - Sindh Skills Development Project","P118177","http://documents.worldbank.org/curated/en/971841468066230256/text/536390PAD0P1180e0only0900BOX358354B.txt","http://documents.worldbank.org/curated/en/971841468066230256/pdf/536390PAD0P1180e0only0900BOX358354B.pdf","53639",NA,"PK-Pakistan: Sindh Skills Development
            Project -- P118177","14176793",0,0,0,2011,213259,1,0,0,NA,NA,NA
"Project Appraisal Document","2011-02-09T00:00:00Z","Indonesia - Scholarships Program for Strengthening Reforming Institutions Project","P118150","http://documents.worldbank.org/curated/en/904401468284387540/text/567200PAD0P1181OFFICIAL0USE0ONLY191.txt","http://documents.worldbank.org/curated/en/904401468284387540/pdf/567200PAD0P1181OFFICIAL0USE0ONLY191.pdf","56720","IBRD/IDA","ID-Indonesia: Scholarships Prog. For
            Strengthening Reforming Insti -- P118150","13763489",0,0,0,2011,105255,1,0,0,NA,NA,NA
"Project Appraisal Document","2011-03-01T00:00:00Z","Ghana - Skills and Technology Development Project","P118112","http://documents.worldbank.org/curated/en/697921468250302315/text/595290PAD0P1181OFFICIAL0USE0ONLY191.txt","http://documents.worldbank.org/curated/en/697921468250302315/pdf/595290PAD0P1181OFFICIAL0USE0ONLY191.pdf","59529","IBRD/IDA","GH-Ghana Skills And Technology Development
            Project -- P118112","13876687",0,0,0,2011,289677,0,0,0,NA,NA,NA
"Project Appraisal Document","2011-03-03T00:00:00Z","Rwanda - Skills Development Project","P118101","http://documents.worldbank.org/curated/en/809101468106732172/text/591000PAD0P1181OFFICIAL0USE0ONLY191.txt","http://documents.worldbank.org/curated/en/809101468106732172/pdf/591000PAD0P1181OFFICIAL0USE0ONLY191.pdf","59100","IBRD/IDA","RW-Skills Development Project-1060439 -- P118101","13876485",0,0,0,2011,261208,1,0,0,NA,NA,NA
"Project Appraisal Document","2010-03-02T00:00:00Z","اليمن - المرحلة الرابعة من مشروع الصندوق الاجتماعي للتنمية","P117949","http://documents.worldbank.org/curated/en/962341468168540437/text/523650PAD01Ara10disclosed061281101.txt","http://documents.worldbank.org/curated/en/962341468168540437/pdf/523650PAD01Ara10disclosed061281101.pdf","52365","IBRD/IDA","RY-Social Fund For Development IV -- P117949","12485421",0,0,0,2010,24789,0,0,0,NA,NA,NA
"Project Appraisal Document","2010-03-02T00:00:00Z","Yemen - Fourth Phase of the Social Fund for Development Project","P117949","http://documents.worldbank.org/curated/en/324191468153567329/text/523650PAD0CORRIGENDUM0IDA1R20101004412.txt","http://documents.worldbank.org/curated/en/324191468153567329/pdf/523650PAD0CORRIGENDUM0IDA1R20101004412.pdf","52365","IBRD/IDA","RY-Social Fund For Development IV -- P117949","11987055",1,0,0,2010,270681,0,1,0,NA,NA,NA
"Project Appraisal Document","2012-04-10T00:00:00Z","Benin - Decentralized Community Driven Services Project","P117764","http://documents.worldbank.org/curated/en/916231468199479170/text/657970PAD0P1170osed0401301600simult.txt","http://documents.worldbank.org/curated/en/916231468199479170/pdf/657970PAD0P1170osed0401301600simult.pdf","65797",NA,"BJ-Decentralized Community Driven Services
            Project -- P117764","16227260",0,0,0,2012,189603,0,0,0,NA,NA,NA
"Project Appraisal Document","2010-09-01T00:00:00Z","Liberia - Education for All-Fast Track Initiative Catalytic Fund Project","P117662","http://documents.worldbank.org/curated/en/577571468269993104/text/528430PAD0P11710SEPT020100with0PAD.txt","http://documents.worldbank.org/curated/en/577571468269993104/pdf/528430PAD0P11710SEPT020100with0PAD.pdf","52843","Recipient Executed Activities","LR-Global Partnership For Education Grant
            For Basic Education Proj -- P117662","13736226",40,0,0,2010,357076,1,1,0,NA,NA,NA
"Project Appraisal Document","2013-05-21T00:00:00Z","China - Guangdong Social Security Integration and Rural Worker Training Project","P117596","http://documents.worldbank.org/curated/en/236511468214815302/text/741120PAD0P1170disclosed060301300SD.txt","http://documents.worldbank.org/curated/en/236511468214815302/pdf/741120PAD0P1170disclosed060301300SD.pdf","74112","IBRD/IDA","CN-China: Guangdong Social Security
            Integration And Rural Worker T -- P117596","17792918",0,0,0,2013,208347,1,0,0,NA,NA,NA
"Project Appraisal Document","2010-06-10T00:00:00Z","Colombia – Proyecto de Fortalecimiento del Sistema Nacional de Ciencias, Tecnología e Innovación : Colombia - Fortalecimiento del Sistema Nacional de Ciencia, Tecnología e Innovación","P117590","http://documents.worldbank.org/curated/en/856751468246593159/text/527600PAD0SPAN1Box358280B01PUBLIC1.txt","http://documents.worldbank.org/curated/en/856751468246593159/pdf/527600PAD0SPAN1Box358280B01PUBLIC1.pdf","52760","IBRD/IDA","CO-Science, Technology And Innovation -- P117590","13724740",0,0,0,2010,361432,0,0,0,NA,NA,NA
"Project Appraisal Document","2010-06-10T00:00:00Z","Colombia - Strengthening the National System of Science, Technology, and Innovation Project","P117590","http://documents.worldbank.org/curated/en/369031468026069658/text/527600PAD0P117101Official0Use0Only1.txt","http://documents.worldbank.org/curated/en/369031468026069658/pdf/527600PAD0P117101Official0Use0Only1.pdf","52760","IBRD/IDA","CO-Science, Technology And Innovation -- P117590","12450745",0,0,0,2010,306270,0,0,0,NA,NA,NA
"Project Appraisal Document","2009-10-27T00:00:00Z","El Salvador - Income Support and Employability Project","P117440","http://documents.worldbank.org/curated/en/486261468022454374/text/508850PAD0P117101Official0Use0Only1.txt","http://documents.worldbank.org/curated/en/486261468022454374/pdf/508850PAD0P117101Official0Use0Only1.pdf","50885","IBRD/IDA","SV-Income Support And Employability Project
            -- P117440","11310772",0,0,0,2009,264507,0,0,0,NA,NA,NA
"Project Appraisal Document","2013-01-29T00:00:00Z","Vietnam - School Readiness Promotion Project","P117393","http://documents.worldbank.org/curated/en/252331468328569905/text/659420PAD0P1170Official0Use0Only090.txt","http://documents.worldbank.org/curated/en/252331468328569905/pdf/659420PAD0P1170Official0Use0Only090.pdf","65942",NA,"VN-Vietnam School Readiness Promotion
            Project -- P117393","17277800",3,0,0,2013,193398,1,1,0,NA,NA,NA
"Project Appraisal Document","2010-05-05T00:00:00Z","China - Liaoning and Shandong Technical and Vocational Education and Training Project","P117107","http://documents.worldbank.org/curated/en/217621468218098361/text/506410PAD0P1171e0only10R20101011811.txt","http://documents.worldbank.org/curated/en/217621468218098361/pdf/506410PAD0P1171e0only10R20101011811.pdf","50641","IBRD/IDA","CN-Liaoning And Shandong Technical And
            Vocational Education And Tr -- P117107","12249830",0,0,0,2010,245429,1,0,0,NA,NA,NA
"Project Appraisal Document","2009-07-09T00:00:00Z","Senegal - Education for All-Fast Track Initiative (EFA-FTI) Catalytic Fund Project","P116783","http://documents.worldbank.org/curated/en/235291468307462032/text/502020PAD0P1151010100septembre02009.txt","http://documents.worldbank.org/curated/en/235291468307462032/pdf/502020PAD0P1151010100septembre02009.pdf","50202","Recipient Executed Activities","SN-Senegal Efa-Fti Catalytic Fund -- P116783","11701857",0,0,0,2009,146939,1,0,0,NA,NA,NA
"Project Appraisal Document","2010-12-06T00:00:00Z","Papua New Guinea - Flexible and Open Distance Education Project","P116521","http://documents.worldbank.org/curated/en/139821468086339587/text/529870PAD0P1161OFFICIAL0USE0ONLY191.txt","http://documents.worldbank.org/curated/en/139821468086339587/pdf/529870PAD0P1161OFFICIAL0USE0ONLY191.pdf","52987","IBRD/IDA","PG-Flexible And Open Distance Education
            Project -- P116521","13264412",0,0,0,2010,150461,1,0,0,NA,NA,NA
"Project Appraisal Document","2010-10-21T00:00:00Z","Timor-Leste - Second Chance Education Project","P116520","http://documents.worldbank.org/curated/en/600551468117251032/text/576620PAD0P1161OFFICIAL0USE0ONLY191.txt","http://documents.worldbank.org/curated/en/600551468117251032/pdf/576620PAD0P1161OFFICIAL0USE0ONLY191.pdf","57662","IBRD/IDA","TP-Timor-Leste Second Chance Education
            Project -- P116520","13087395",0,0,0,2010,215676,1,0,0,NA,NA,NA
"Project Appraisal Document","2010-08-18T00:00:00Z","Cameroon - Education for All-Fast Track Initiative : Support to the Education Project","P116437","http://documents.worldbank.org/curated/en/678621468016454471/text/483730PAD0P116111010P116437010PAD0.txt","http://documents.worldbank.org/curated/en/678621468016454471/pdf/483730PAD0P116111010P116437010PAD0.pdf","48373","Recipient Executed Activities","CM-Education For All-Fast Track Initiative
            -- P116437","12739514",0,0,0,2010,117060,1,0,0,NA,NA,NA
"Project Appraisal Document","2010-06-29T00:00:00Z","Lesotho - Education for All (EFA) Fast Track Initiative Catalytic Fund Grant Project","P116426","http://documents.worldbank.org/curated/en/488081468056377395/text/506840PAD0Leso1ox0349463B01PUBLIC1.txt","http://documents.worldbank.org/curated/en/488081468056377395/pdf/506840PAD0Leso1ox0349463B01PUBLIC1.pdf","50684",NA,"LS-Efa Fast Track Initiative Catalytic Fund
            Grant For Lesotho -- P116426","12550471",21,0,0,2010,221407,1,1,0,NA,NA,NA
"Project Appraisal Document","2010-09-16T00:00:00Z","Togo - Education for All-Fast Track Initiative Program Project","P116384","http://documents.worldbank.org/curated/en/642451468304797442/text/564040PAD0P1160aisal0Document0Final.txt","http://documents.worldbank.org/curated/en/642451468304797442/pdf/564040PAD0P1160aisal0Document0Final.pdf","56404",NA,"TG-Education For All-Fast Track Initiative
            Program -- P116384","16776878",7,0,0,2010,264261,1,1,0,NA,NA,NA
"Project Appraisal Document","2009-07-16T00:00:00Z","Gambia, The - Education for All-Fast Track Initiative Catalytic Fund Program Project","P115427","http://documents.worldbank.org/curated/en/343841468257733630/text/508510PAD0P1161160July02009010final.txt","http://documents.worldbank.org/curated/en/343841468257733630/pdf/508510PAD0P1161160July02009010final.pdf","50851",NA,"GM-The Gambia Efa-Fti Catalytic Fund
            2009-2011 -- P115427","11701646",1,0,0,2009,146167,1,1,0,NA,NA,NA
"Project Appraisal Document","2009-06-01T00:00:00Z","Azerbaijan - Public Investment Capacity Building Project","P115396","http://documents.worldbank.org/curated/en/843161468210589406/text/481170PAD0P115101Official0Use0Only1.txt","http://documents.worldbank.org/curated/en/843161468210589406/pdf/481170PAD0P115101Official0Use0Only1.pdf","48117","IBRD/IDA","AZ-Public Investment Capacity Building
            Project -- P115396","10658379",0,0,0,2009,157706,0,0,0,NA,NA,NA
"Project Appraisal Document","2010-05-03T00:00:00Z","Tanzania - Second Secondary Education Development Program Project","P114866","http://documents.worldbank.org/curated/en/913171468305119026/text/539520PAD0Box31ly10IDA1R20101013211.txt","http://documents.worldbank.org/curated/en/913171468305119026/pdf/539520PAD0Box31ly10IDA1R20101013211.pdf","53952","IBRD/IDA","TZ-Secondary Educ. Development Program II -- P114866","12219550",3,0,0,2010,323778,1,1,0,NA,NA,NA
"Project Appraisal Document","2010-05-21T00:00:00Z","Malawi - Improve Education Quality Project","P114847","http://documents.worldbank.org/curated/en/416631468048892342/text/530510PAD0P114101Official0Use0Only1.txt","http://documents.worldbank.org/curated/en/416631468048892342/pdf/530510PAD0P114101Official0Use0Only1.pdf","53051","IBRD/IDA","MW-Project To Improve Education Quality In
            Malawi -- P114847","12343241",0,0,0,2010,339729,1,0,0,NA,NA,NA
"Project Appraisal Document","2011-09-26T00:00:00Z","Bangladesh - Northern Areas Reduction of Poverty Initiative : Women's Economic Empowerment Project","P114841","http://documents.worldbank.org/curated/en/958311468206352559/text/646190PAD0P1140Official0Use0Only090.txt","http://documents.worldbank.org/curated/en/958311468206352559/pdf/646190PAD0P1140Official0Use0Only090.pdf","64619","IBRD/IDA","BD-Northern Areas Reduction-Of-Poverty
            Initiative Proj -- P114841","15234588",0,0,0,2011,378419,0,0,0,NA,NA,NA
"Project Appraisal Document","2009-09-18T00:00:00Z","Yemen - Education For All - Fast Track Initiative Third Phase Catalytic Fund Project","P114253","http://documents.worldbank.org/curated/en/319131468171547689/text/481710PAD0Yeme1Box342029B01PUBLIC1.txt","http://documents.worldbank.org/curated/en/319131468171547689/pdf/481710PAD0Yeme1Box342029B01PUBLIC1.pdf","48171","Recipient Executed Activities","RY-Education For All Fast-Track Initiative
            Catalytic Fund Phase II -- P114253","11330495",0,0,0,2009,205409,1,0,0,NA,NA,NA
"Project Appraisal Document","2012-02-27T00:00:00Z","Vietnam - Mekong Delta Region National Urban Upgrading Project","P113904","http://documents.worldbank.org/curated/en/936271468322136528/text/665010PAD0P1130Official0Use0Only090.txt","http://documents.worldbank.org/curated/en/936271468322136528/pdf/665010PAD0P1130Official0Use0Only090.pdf","66501","IBRD/IDA","VN-Mekong Delta Region Urban Upgrading
            Project -- P113904","15893776",0,0,0,2012,184046,0,0,0,NA,NA,NA
"Project Appraisal Document","2010-02-12T00:00:00Z","Argentina - San Juan Social Inclusion and Development Sector-Wide Approach (SWAP) Project","P113896","http://documents.worldbank.org/curated/en/203841468206950593/text/522220PAD0P113101Official0Use0Only1.txt","http://documents.worldbank.org/curated/en/203841468206950593/pdf/522220PAD0P113101Official0Use0Only1.pdf","52222","IBRD/IDA","AR-San Juan Swap -- P113896","11864897",0,0,0,2010,303809,0,0,0,NA,NA,NA
"Project Appraisal Document","2014-06-03T00:00:00Z","Africa - Centre for Coordination of Agricultural research and Development for Southern Africa (CCARDESA)","P113629","http://documents.worldbank.org/curated/en/896041468009949203/text/830500PAD0P1130ox0385291B00PUBLIC0.txt","http://documents.worldbank.org/curated/en/896041468009949203/pdf/830500PAD0P1130ox0385291B00PUBLIC0.pdf","83050","Recipient Executed Activities","3A-Afcc2/Ri-Centre For Coordination Of
            Agricultural Research And D -- P113629","19896685",0,0,0,2014,282049,0,0,0,NA,NA,NA
"Project Appraisal Document","2010-02-24T00:00:00Z","Vietnam - Second Northern Mountains Poverty Reduction Project","P113493","http://documents.worldbank.org/curated/en/568511468133544695/text/526370PAD0P113101Official0Use0Only1.txt","http://documents.worldbank.org/curated/en/568511468133544695/pdf/526370PAD0P113101Official0Use0Only1.pdf","52637","IBRD/IDA","VN-Second Northern Mountains Poverty
            Reduction Project -- P113493","11962191",0,0,0,2010,364375,0,0,0,NA,NA,NA
"Project Appraisal Document","2011-11-02T00:00:00Z","Sri Lanka - Transforming the School Education System as the Foundation of a Knowledge Hub Project","P113488","http://documents.worldbank.org/curated/en/414411468308351442/text/646700PAD0P1130Official0Use0Only090.txt","http://documents.worldbank.org/curated/en/414411468308351442/pdf/646700PAD0P1130Official0Use0Only090.pdf","64670","IBRD/IDA","LK-Sri Lanka - Transforming The School
            Education System As The Fou -- P113488","15458946",0,0,0,2011,692,1,0,0,NA,NA,NA
"Project Appraisal Document","2009-08-26T00:00:00Z","Nepal - School Sector Reform Program Project","P113441","http://documents.worldbank.org/curated/en/782031468053930011/text/501570PAD0P1131y100IDA1R20091024611.txt","http://documents.worldbank.org/curated/en/782031468053930011/pdf/501570PAD0P1131y100IDA1R20091024611.pdf","50157","IBRD/IDA","NP-Nepal: School Sector Reform Program -- P113441","11034603",1,0,0,2009,381218,1,1,0,NA,NA,NA
"Project Appraisal Document","2011-06-11T00:00:00Z","Bangladesh - Third Primary Education Development Program (PEDPIII)","P113435","http://documents.worldbank.org/curated/en/407251468209950682/text/603210P1134350IDA0R20110023901.txt","http://documents.worldbank.org/curated/en/407251468209950682/pdf/603210P1134350IDA0R20110023901.pdf","60321","IBRD/IDA","BD-Bangladesh - Primary Education
            Development Program III -- P113435","14395999",21,0,0,2011,265225,1,1,0,NA,NA,NA
"Project Appraisal Document","2010-04-07T00:00:00Z","Sri Lanka - Higher Education for the Twenty First Century Project","P113402","http://documents.worldbank.org/curated/en/669901468103455055/text/491900PAD0P113101Official0Use0Only1.txt","http://documents.worldbank.org/curated/en/669901468103455055/pdf/491900PAD0P113101Official0Use0Only1.pdf","49190","IBRD/IDA","LK-Sri Lanka - Higher Education For The
            Twenty First Century Proje -- P113402","12153651",0,0,0,2010,324361,1,0,0,NA,NA,NA
"Project Appraisal Document","2013-02-07T00:00:00Z","Kyrgyz Republic - Sector Support for Education Reform Project","P113350","http://documents.worldbank.org/curated/en/136181468278089735/text/695760PAD0P1130Official0Use0Only090.txt","http://documents.worldbank.org/curated/en/136181468278089735/pdf/695760PAD0P1130Official0Use0Only090.pdf","69576",NA,"KG-Sector Support For Education Reform
            Project -- P113350","17363647",11,0,0,2013,224682,1,1,0,NA,NA,NA
"Project Appraisal Document","2009-08-28T00:00:00Z","Indonesia - Health Professional Education Quality Project","P113341","http://documents.worldbank.org/curated/en/827121468260080725/text/501510PAD0P01110only100R20091022711.txt","http://documents.worldbank.org/curated/en/827121468260080725/pdf/501510PAD0P01110only100R20091022711.pdf","50151","IBRD/IDA","ID-Health Professional Education Quality
            Project -- P113341","11045646",0,0,0,2009,237880,0,0,0,NA,NA,NA
"Project Appraisal Document","2011-03-01T00:00:00Z","Chad - Second Local Development Program Support Project","P113030","http://documents.worldbank.org/curated/en/201451468012046514/text/586210PAD0P1130OFFICIAL0USE0ONLY090.txt","http://documents.worldbank.org/curated/en/201451468012046514/pdf/586210PAD0P1130OFFICIAL0USE0ONLY090.pdf","58621","IBRD/IDA","TD-Local Development Program Support Project
            II -- P113030","13876335",0,0,0,2011,180249,0,0,0,NA,NA,NA
"Project Appraisal Document","2009-05-22T00:00:00Z","Cameroon - Second Phase of the Community Development Program Support Project","P113027","http://documents.worldbank.org/curated/en/967621468010902222/text/483410PAD0P113101Official0Use0Only1.txt","http://documents.worldbank.org/curated/en/967621468010902222/pdf/483410PAD0P113101Official0Use0Only1.pdf","48341","IBRD/IDA","CM-Community Development Program Support
            Project Phase-Ii -- P113027","10640665",0,0,0,2009,269050,0,0,0,NA,NA,NA
"Project Appraisal Document","2009-05-12T00:00:00Z","Burundi - Public Works and Urban Management Project","P112998","http://documents.worldbank.org/curated/en/673991468016847430/text/475070PAD0P112101Official0Use0Only1.txt","http://documents.worldbank.org/curated/en/673991468016847430/pdf/475070PAD0P112101Official0Use0Only1.pdf","47507","IBRD/IDA","BI-Public Works And Urban Management Project
            -- P112998","10582184",0,0,0,2009,85,0,0,0,NA,NA,NA
"Project Appraisal Document","2012-02-09T00:00:00Z","Chile - Third Tertiary Education Finance for Results Project : Chile - Financiamiento por Resultados de la Educacion Terciaria","P111661","http://documents.worldbank.org/curated/en/806001468016227779/text/637640SPANISH00AD0000FINAL00SPANISH.txt","http://documents.worldbank.org/curated/en/806001468016227779/pdf/637640SPANISH00AD0000FINAL00SPANISH.pdf","63764","IBRD/IDA","CL-Tertiary Education Finance For Results
            Project III -- P111661","16355291",0,0,0,2012,158014,1,0,0,NA,NA,NA
"Project Appraisal Document","2012-02-09T00:00:00Z","Chile - Third Tertiary Education Finance for Results Project","P111661","http://documents.worldbank.org/curated/en/258391468231854219/text/637640PAD0P1110Official0Use0Only090.txt","http://documents.worldbank.org/curated/en/258391468231854219/pdf/637640PAD0P1110Official0Use0Only090.pdf","63764","IBRD/IDA","CL-Tertiary Education Finance For Results
            Project III -- P111661","15829817",0,0,0,2012,137176,1,0,0,NA,NA,NA
"Project Appraisal Document","2010-01-29T00:00:00Z","Mozambique - Higher Education Science and Technology Project","P111592","http://documents.worldbank.org/curated/en/546561468286522452/text/509930PAD0P111101Official0Use0Only1.txt","http://documents.worldbank.org/curated/en/546561468286522452/pdf/509930PAD0P111101Official0Use0Only1.pdf","50993","IBRD/IDA","MZ-Higher Education Science And Technology
            -- P111592","11808180",0,0,0,2010,251564,1,0,0,NA,NA,NA
"Project Appraisal Document","2010-03-03T00:00:00Z","Kenya - Youth Empowerment Project","P111546","http://documents.worldbank.org/curated/en/973531468285056714/text/530900PAD0revi1IC10IDA1R20101005912.txt","http://documents.worldbank.org/curated/en/973531468285056714/pdf/530900PAD0revi1IC10IDA1R20101005912.pdf","53090","IBRD/IDA","KE-Kenya Youth Empowerment Project -- P111546","12203989",0,0,0,2010,363244,0,0,0,NA,NA,NA
"Project Appraisal Document","2010-05-31T00:00:00Z","الضفة الغربية وقطاع غزة ـ مشروع تحسين إعداد المعلمين","P111394","http://documents.worldbank.org/curated/en/284441468337811728/text/492780PAD0Arab10Box353755B01PUBLIC1.txt","http://documents.worldbank.org/curated/en/284441468337811728/pdf/492780PAD0Arab10Box353755B01PUBLIC1.pdf","49278","Special Financing","GZ-Teacher Education Improvement Project -- P111394","13252279",0,0,0,2010,562340,1,0,0,NA,NA,NA
"Project Appraisal Document","2010-05-31T00:00:00Z","West Bank and Gaza - Teacher Education Improvement Project","P111394","http://documents.worldbank.org/curated/en/951621468137973426/text/492780PAD0P111101Official0Use0Only1.txt","http://documents.worldbank.org/curated/en/951621468137973426/pdf/492780PAD0P111101Official0Use0Only1.pdf","49278","Special Financing","GZ-Teacher Education Improvement Project -- P111394","12383702",0,0,0,2010,235181,1,0,0,NA,NA,NA
"Project Appraisal Document","2009-03-05T00:00:00Z","Uganda - Post Primary Education and Training Adaptable Program Lending Project","P110803","http://documents.worldbank.org/curated/en/431601468308682132/text/447640PAD0Ugan101Official0Use0Only1.txt","http://documents.worldbank.org/curated/en/431601468308682132/pdf/447640PAD0Ugan101Official0Use0Only1.pdf","44764",NA,"UG-Post Primary Education And Training
            Program -- P110803","10402506",3,0,0,2009,258829,1,1,0,NA,NA,NA
"Project Appraisal Document","2010-03-26T00:00:00Z","Republic of Yemen - Higher Education Quality Improvement Project","P110733","http://documents.worldbank.org/curated/en/475241468339585590/text/527030PAD0P110101Official0Use0Only1.txt","http://documents.worldbank.org/curated/en/475241468339585590/pdf/527030PAD0P110101Official0Use0Only1.pdf","52703","IBRD/IDA","RY-Higher Education Quality Improvement -- P110733","12076157",0,0,0,2010,266390,1,0,0,NA,NA,NA
"Project Appraisal Document","2010-03-26T00:00:00Z","الجمهورية اليمنية ـ مشروع تحسين جودة التعليم العالي","P110733","http://documents.worldbank.org/curated/en/266571468168553220/text/527030PAD0ARAB1Box0349463B01PUBLIC1.txt","http://documents.worldbank.org/curated/en/266571468168553220/pdf/527030PAD0ARAB1Box0349463B01PUBLIC1.pdf","52703","IBRD/IDA","RY-Higher Education Quality Improvement -- P110733","12550133",0,0,0,2010,709742,1,0,0,NA,NA,NA
"Project Appraisal Document","2010-06-01T00:00:00Z","Vietnam - New Model University Project","P110693","http://documents.worldbank.org/curated/en/717521468338360849/text/545700PAD0P110101Official0Use0Only1.txt","http://documents.worldbank.org/curated/en/717521468338360849/pdf/545700PAD0P110101Official0Use0Only1.pdf","54570","IBRD/IDA","VN-Vietnam New Model University Project -- P110693","12400329",0,0,0,2010,310508,1,0,0,NA,NA,NA
"Project Appraisal Document","2008-06-03T00:00:00Z","Malawi - Second Phase of the Adaptable Program Lending for the Third Social Action Fund (MASAF 3) - (Local Development Fund Mechanism)","P110446","http://documents.worldbank.org/curated/en/896191468271205748/text/431160PAD0P11017391B01OFF0USE0ONLY1.txt","http://documents.worldbank.org/curated/en/896191468271205748/pdf/431160PAD0P11017391B01OFF0USE0ONLY1.pdf","43116",NA,"MW-Malawi Third Social Action Fund (Masaf 3)
            Apl II (Ldf Mechanism -- P110446","9532240",0,0,0,2008,366906,0,0,0,NA,NA,NA
"Project Appraisal Document","2010-08-18T00:00:00Z","Guyana - Improving Teacher Education Project","P110018","http://documents.worldbank.org/curated/en/336411468255881142/text/539270PAD0P1101Official0Use0Only191.txt","http://documents.worldbank.org/curated/en/336411468255881142/pdf/539270PAD0P1101Official0Use0Only191.pdf","53927","IBRD/IDA","GY-Improving Teacher Education -- P110018","12744048",0,0,0,2010,281860,1,0,0,NA,NA,NA
